time_s,sig_64
295.23,-876
295.264,-860
295.297,-890
295.33,-936
295.364,-913
295.397,-889
295.43,-913
295.464,-926
295.497,-846
295.53,-781
295.564,-751
295.597,-762
295.63,-842
295.664,-849
295.697,-802
295.73,-1015
295.764,-757
295.797,-1112
295.83,-1008
295.864,-863
295.897,-864
295.93,-806
295.964,-796
295.997,-782
296.03,-798
296.064,-731
296.097,-746
296.13,-781
296.164,-742
296.197,-755
296.23,-803
296.264,-725
296.297,-671
296.33,-589
296.364,-556
296.397,-579
296.43,-601
296.464,-656
296.497,-592
296.53,-431
296.564,-356
296.597,-322
296.63,-284
296.664,-338
296.697,-339
296.73,-291
296.764,-274
296.797,-228
296.83,-197
296.864,-198
296.897,-269
296.93,-306
296.964,-395
296.997,-418
297.03,-391
297.064,-232
297.097,-93
297.13,23
297.164,260
297.197,479
297.23,455
297.264,415
297.297,428
297.33,375
297.364,353
297.397,248
297.43,86
297.464,-109
297.497,-225
297.53,-262
297.564,-172
297.597,-64
297.63,-57
297.664,-99
297.697,-6
297.73,-1
297.764,21
297.797,66
297.83,73
297.864,18
297.897,34
297.93,59
297.964,37
297.997,121
298.03,47
298.064,96
298.097,49
298.13,87
298.164,130
298.197,-2
298.23,29
298.264,138
298.297,-30
298.33,61
298.364,38
298.397,-45
298.43,-16
298.464,-27
298.497,-3
298.53,11
298.564,77
298.597,181
298.63,226
298.664,300
298.697,363
298.73,399
298.764,482
298.797,547
298.83,545
298.864,574
298.897,583
298.93,621
298.964,646
298.997,709
299.03,759
299.064,771
299.097,783
299.13,767
299.164,750
299.197,761
299.23,754
299.264,751
299.297,754
299.33,761
299.364,754
299.397,760
299.43,755
299.464,770
299.497,774
299.53,765
299.564,777
299.597,774
299.63,777
299.664,782
299.697,787
299.73,791
299.764,793
299.797,803
299.83,796
299.864,793
299.897,791
299.93,798
299.964,789
299.997,791
300.03,799
300.064,793
300.097,787
300.13,795
300.164,796
300.197,792
300.23,800
300.264,795
300.297,798
300.33,794
300.364,792
300.397,789
300.43,794
300.464,794
300.497,790
300.53,793
300.564,793
300.597,801
300.63,796
300.664,793
300.697,800
300.73,802
300.764,798
300.797,803
300.83,807
300.864,803
300.897,804
300.93,811
300.964,799
300.997,803
301.03,805
301.064,798
301.097,798
301.13,804
301.164,809
301.197,807
301.23,803
301.264,803
301.297,808
301.33,812
301.364,803
301.397,803
301.43,801
301.464,804
301.497,811
301.53,805
301.564,800
301.597,796
301.63,774
301.664,772
301.697,786
301.73,796
301.764,800
301.797,791
301.83,782
301.864,771
301.897,760
301.93,757
301.964,755
301.997,767
302.03,768
302.064,779
302.097,752
302.13,748
302.164,737
302.197,709
302.23,699
302.264,671
302.297,701
302.33,706
302.364,685
302.397,681
302.43,687
302.464,655
302.497,652
302.53,618
302.564,593
302.597,585
302.63,572
302.664,546
302.697,477
302.73,417
302.764,343
302.797,290
302.83,203
302.864,138
302.897,91
302.93,69
302.964,11
302.997,-16
303.03,-14
303.064,-1
303.097,4
303.13,47
303.164,21
303.197,4
303.23,32
303.264,15
303.297,-2
303.33,-6
303.364,-26
303.397,-42
303.43,-194
303.464,-37
303.497,-50
303.53,-38
303.564,-46
303.597,-132
303.63,-231
303.664,-286
303.697,-538
303.73,-819
303.764,-645
303.797,-360
303.83,-159
303.864,176
303.897,289
303.93,232
303.964,268
303.997,125
304.03,197
304.064,350
304.097,299
304.13,194
304.164,78
304.197,-192
304.23,-1613
304.264,-1164
304.297,-96
304.33,35
304.364,-380
304.397,-427
304.43,-343
304.464,-301
304.497,-327
304.53,-246
304.564,-256
304.597,-252
304.63,-172
304.664,-105
304.697,-136
304.73,-180
304.764,-151
304.797,-141
304.83,-166
304.864,-202
304.897,-186
304.93,-142
304.964,-139
304.997,-113
305.03,-55
305.064,-34
305.097,-41
305.13,-26
305.164,-44
305.197,-66
305.23,-65
305.264,-63
305.297,-50
305.33,-78
305.364,-95
305.397,-83
305.43,-104
305.464,-110
305.497,-112
305.53,-87
305.564,-94
305.597,-85
305.63,-93
305.664,-150
305.697,-217
305.73,-242
305.764,-273
305.797,-247
305.83,-227
305.864,-261
305.897,-303
305.93,-473
305.964,-607
305.997,-639
306.03,-764
306.064,-808
306.097,-944
306.13,-903
306.164,-1063
306.197,-946
306.23,-999
306.264,-984
306.297,-1009
306.33,-1064
306.364,-1044
306.397,-1065
306.43,-1136
306.464,-1034
306.497,-958
306.53,-912
306.564,-783
306.597,-560
306.63,-435
306.664,-374
306.697,-403
306.73,-662
306.764,-1037
306.797,-1395
306.83,-1446
306.864,-1416
306.897,-1306
306.93,-1115
306.964,-959
306.997,-819
307.03,-755
307.064,-767
307.097,-758
307.13,-789
307.164,-787
307.197,-807
307.23,-767
307.264,-719
307.297,-666
307.33,-696
307.364,-814
307.397,-859
307.43,-938
307.464,-1096
307.497,-1251
307.53,-1248
307.564,-1248
307.597,-1151
307.63,-1137
307.664,-1016
307.697,-882
307.73,-777
307.764,-711
307.797,-749
307.83,-812
307.864,-807
307.897,-828
307.93,-860
307.964,-878
307.997,-996
308.03,-854
308.064,-732
308.097,-777
308.13,-932
308.164,-836
308.197,-806
308.23,-643
308.264,-581
308.297,-537
308.33,-600
308.364,-607
308.397,-675
308.43,-721
308.464,-879
308.497,-859
308.53,-870
308.564,-802
308.597,-807
308.63,-893
308.664,-937
308.697,-916
308.73,-917
308.764,-529
308.797,-456
308.83,-819
308.864,-1061
308.897,-970
308.93,-962
308.964,-970
308.997,-882
309.03,-705
309.064,-704
309.097,-599
309.13,-685
309.164,-714
309.197,-626
309.23,-568
309.264,-413
309.297,-204
309.33,-179
309.364,-344
309.397,-494
309.43,-825
309.464,-869
309.497,-776
309.53,-706
309.564,-659
309.597,-682
309.63,-751
309.664,-934
309.697,-976
309.73,-863
309.764,-873
309.797,-938
309.83,-809
309.864,-726
309.897,-718
309.93,-728
309.964,-730
309.997,-713
310.03,-711
310.064,-756
310.097,-733
310.13,-743
310.164,-715
310.197,-694
310.23,-653
310.264,-646
310.297,-634
310.33,-630
310.364,-686
310.397,-625
310.43,-566
310.464,-568
310.497,-613
310.53,-728
310.564,-697
310.597,-752
310.63,-661
310.664,-537
310.697,-520
310.73,-468
310.764,-356
310.797,-328
310.83,-344
310.864,-374
310.897,-482
310.93,-570
310.964,-605
310.997,-789
311.03,-977
311.064,-1007
311.097,-729
311.13,-520
311.164,-679
311.197,-749
311.23,-715
311.264,-727
311.297,-781
311.33,-836
311.364,-759
311.397,-822
311.43,-775
311.464,-502
311.497,-309
311.53,-266
311.564,-375
311.597,-255
311.63,-297
311.664,-427
311.697,-648
311.73,-748
311.764,-804
311.797,-689
311.83,-627
311.864,-748
311.897,-729
311.93,-626
311.964,-616
311.997,-652
312.03,-685
312.064,-730
312.097,-715
312.13,-698
312.164,-656
312.197,-724
312.23,-718
312.264,-664
312.297,-732
312.33,-695
312.364,-702
312.397,-790
312.43,-842
312.464,-822
312.497,-809
312.53,-758
312.564,-741
312.597,-1107
312.63,-774
312.664,-948
312.697,-855
312.73,-718
312.764,-796
312.797,-739
312.83,-805
312.864,-803
312.897,-811
312.93,-1057
312.964,-1076
312.997,-1015
313.03,-951
313.064,-852
313.097,-884
313.13,-935
313.164,-847
313.197,-910
313.23,-1057
313.264,-1119
313.297,-1161
313.33,-1190
313.364,-1160
313.397,-1084
313.43,-1023
313.464,-876
313.497,-790
313.53,-820
313.564,-848
313.597,-849
313.63,-965
313.664,-804
313.697,-801
313.73,-799
313.764,-812
313.797,-806
313.83,-818
313.864,-806
313.897,-838
313.93,-850
313.964,-815
313.997,-818
314.03,-847
314.064,-832
314.097,-802
314.13,-871
314.164,-910
314.197,-936
314.23,-1159
314.264,-1131
314.297,-934
314.33,-965
314.364,-976
314.397,-858
314.43,-798
314.464,-788
314.497,-818
314.53,-902
314.564,-963
314.597,-887
314.63,-817
314.664,-755
314.697,-619
314.73,-441
314.764,-377
314.797,-379
314.83,-325
314.864,-494
314.897,-649
314.93,-725
314.964,-835
314.997,-827
315.03,-780
315.064,-864
315.097,-768
315.13,-750
315.164,-574
315.197,-535
315.23,-580
315.264,-446
315.297,-523
315.33,-435
315.364,-420
315.397,-1294
315.43,-993
315.464,-972
315.497,-841
315.53,-710
315.564,-451
315.597,-352
315.63,-183
315.664,-281
315.697,-490
315.73,-643
315.764,-385
315.797,-492
315.83,-377
315.864,-564
315.897,-867
315.93,-819
315.964,-834
315.997,-890
316.03,-805
316.064,-816
316.097,-813
316.13,-710
316.164,-661
316.197,-737
316.23,-723
316.264,-851
316.297,-990
316.33,-1012
316.364,-921
316.397,-943
316.43,-1077
316.464,-1105
316.497,-1098
316.53,-1109
316.564,-1277
316.597,-1259
316.63,-1039
316.664,-1033
316.697,-1192
316.73,-1272
316.763,-1474
316.797,-1423
316.83,-1309
316.863,-1223
316.897,-1149
316.93,-1087
316.963,-1076
316.997,-1089
317.03,-967
317.063,-826
317.097,-618
317.13,-850
317.163,-585
317.197,-651
317.23,-656
317.263,-472
317.297,-765
317.33,-849
317.363,-698
317.397,-637
317.43,-650
317.463,-574
317.497,-603
317.53,-580
317.563,-644
317.597,-836
317.63,-1019
317.663,-1034
317.697,-955
317.73,-957
317.763,-977
317.797,-908
317.83,-817
317.863,-821
317.897,-809
317.93,-742
317.963,-668
317.997,-609
318.03,-648
318.063,-743
318.097,-711
318.13,-687
318.163,-655
318.197,-642
318.23,-602
318.263,-536
318.297,-534
318.33,-529
318.363,-540
318.397,-647
318.43,-775
318.463,-875
318.497,-990
318.53,-1005
318.563,-1053
318.597,-995
318.63,-769
318.663,-739
318.697,-834
318.73,-1064
318.763,-1053
318.797,-1059
318.83,-1134
318.863,-1100
318.897,-1127
318.93,-1142
318.963,-1031
318.997,-1069
319.03,-1228
319.063,-1363
319.097,-1411
319.13,-1387
319.163,-1110
319.197,-1212
319.23,-1399
319.263,-1364
319.297,-1216
319.33,-1122
319.363,-1077
319.397,-1072
319.43,-1010
319.463,-868
319.497,-764
319.53,-662
319.563,-555
319.597,-582
319.63,-494
319.663,-378
319.697,-408
319.73,-526
319.763,-615
319.797,-529
319.83,-468
319.863,-477
319.897,-656
319.93,-786
319.963,-557
319.997,-548
320.03,-284
320.063,-238
320.097,-361
320.13,-567
320.163,-618
320.197,-1063
320.23,-743
320.263,-551
320.297,-661
320.33,-619
320.363,-602
320.397,-568
320.43,-583
320.463,-684
320.497,-1171
320.53,-451
320.563,-921
320.597,-781
320.63,-827
320.663,-775
320.697,-636
320.73,-749
320.763,-781
320.797,-886
320.83,-1080
320.863,-1181
320.897,-1138
320.93,-1107
320.963,-1113
320.997,-1133
321.03,-1207
321.063,-1295
321.097,-1321
321.13,-1313
321.163,-1265
321.197,-1154
321.23,-1006
321.263,-902
321.297,-828
321.33,-768
321.363,-718
321.397,-691
321.43,-701
321.463,-745
321.497,-873
321.53,-1054
321.563,-933
321.597,-1018
321.63,-925
321.663,-1427
321.697,-1305
321.73,-1200
321.763,-924
321.797,-896
321.83,-760
321.863,-712
321.897,-739
321.93,-830
321.963,-933
321.997,-966
322.03,-952
322.063,-926
322.097,-837
322.13,-794
322.163,-776
322.197,-783
322.23,-875
322.263,-963
322.297,-914
322.33,-856
322.363,-856
322.397,-739
322.43,-535
322.463,-411
322.497,-387
322.53,-427
322.563,-526
322.597,-726
322.63,-1033
322.663,-1216
322.697,-1215
322.73,-1066
322.763,-937
322.797,-1083
322.83,-680
322.863,-685
322.897,-835
322.93,-808
322.963,-803
322.997,-747
323.03,-638
323.063,-588
323.097,-601
323.13,-508
323.163,-504
323.197,-507
323.23,-535
323.263,-516
323.297,-446
323.33,-435
323.363,-470
323.397,-504
323.43,-469
323.463,-560
323.497,-426
323.53,-514
323.563,-608
323.597,-542
323.63,-472
323.663,-530
323.697,-579
323.73,-576
323.763,-620
323.797,-682
323.83,-632
323.863,-647
323.897,-646
323.93,-684
323.963,-750
323.997,-794
324.03,-844
324.063,-837
324.097,-897
324.13,-904
324.163,-856
324.197,-760
324.23,-718
324.263,-707
324.297,-702
324.33,-666
324.363,-680
324.397,-656
324.43,-629
324.463,-902
324.497,-1464
324.53,-1216
324.563,-908
324.597,-923
324.63,-851
324.663,-858
324.697,-863
324.73,-808
324.763,-761
324.797,-721
324.83,-813
324.863,-730
324.897,-881
324.93,-814
324.963,-932
324.997,-1008
325.03,-896
325.063,-816
325.097,-806
325.13,-741
325.163,-1054
325.197,-675
325.23,-392
325.263,-344
325.297,-416
325.33,-374
325.363,-397
325.397,-494
325.43,-510
325.463,-475
325.497,-588
325.53,-631
325.563,-507
325.597,-668
325.63,-643
325.663,-604
325.697,-585
325.73,-594
325.763,-642
325.797,-608
325.83,-531
325.863,-506
325.897,-664
325.93,-614
325.963,-659
325.997,-605
326.03,-534
326.063,-1553
326.097,-276
326.13,-556
326.163,-544
326.197,-477
326.23,-531
326.263,-615
326.297,-681
326.33,-707
326.363,-748
326.397,-790
326.43,-834
326.463,-884
326.497,-975
326.53,-1001
326.563,-878
326.597,-977
326.63,-917
326.663,-870
326.697,-866
326.73,-850
326.763,-860
326.797,-901
326.83,-895
326.863,-895
326.897,-911
326.93,-902
326.963,-860
326.997,-796
327.03,-806
327.063,-774
327.097,-693
327.13,-470
327.163,-463
327.197,-622
327.23,-730
327.263,-708
327.297,-612
327.33,-631
327.363,-635
327.397,-683
327.43,-684
327.463,-689
327.497,-673
327.53,-691
327.563,-725
327.597,-702
327.63,-699
327.663,-795
327.697,-820
327.73,-730
327.763,-582
327.797,-429
327.83,-344
327.863,-659
327.897,-658
327.93,-791
327.963,-628
327.997,-728
328.03,-560
328.063,-650
328.097,-661
328.13,-727
328.163,-727
328.197,-733
328.23,-695
328.263,-767
328.297,-832
328.33,-808
328.363,-821
328.397,-855
328.43,-894
328.463,-925
328.497,-920
328.53,-974
328.563,-979
328.597,-1015
328.63,-1018
328.663,-989
328.697,-981
328.73,-844
328.763,-797
328.797,-851
328.83,-849
328.863,-789
328.897,-842
328.93,-897
328.963,-908
328.997,-931
329.03,-943
329.063,-928
329.097,-928
329.13,-944
329.163,-959
329.197,-934
329.23,-925
329.263,-934
329.297,-986
329.33,-972
329.363,-971
329.397,-956
329.43,-983
329.463,-916
329.497,-766
329.53,-785
329.563,-877
329.597,-957
329.63,-918
329.663,-854
329.697,-867
329.73,-856
329.763,-880
329.797,-876
329.83,-844
329.863,-792
329.897,-788
329.93,-891
329.963,-761
329.997,-772
330.03,-796
330.063,-755
330.097,-740
330.13,-736
330.163,-820
330.197,-845
330.23,-748
330.263,-690
330.297,-762
330.33,-647
330.363,-1250
330.397,-1122
330.43,-487
330.463,-490
330.497,-590
330.53,-716
330.563,-589
330.597,-519
330.63,-798
330.663,-817
330.697,-942
330.73,-848
330.763,-702
330.797,-699
330.83,-746
330.863,-852
330.897,-866
330.93,-879
330.963,-777
330.997,-631
331.03,-591
331.063,-622
331.097,-753
331.13,-830
331.163,-852
331.197,-871
331.23,-925
331.263,-999
331.297,-1094
331.33,-917
331.363,-912
331.397,-839
331.43,-804
331.463,-805
331.497,-717
331.53,-564
331.563,-555
331.597,-719
331.63,-754
331.663,-658
331.697,-707
331.73,-762
331.763,-847
331.797,-790
331.83,-789
331.863,-753
331.897,-811
331.93,-870
331.963,-907
331.997,-835
332.03,-734
332.063,-805
332.097,-784
332.13,-676
332.163,-621
332.197,-623
332.23,-737
332.263,-796
332.297,-826
332.33,-983
332.363,-805
332.397,-843
332.43,-963
332.463,-899
332.497,-926
332.53,-805
332.563,-906
332.597,-856
332.63,-870
332.663,-866
332.697,-865
332.73,-901
332.763,-911
332.797,-898
332.83,-922
332.863,-874
332.897,-868
332.93,-932
332.963,-919
332.997,-921
333.03,-943
333.063,-971
333.097,-988
333.13,-980
333.163,-949
333.197,-960
333.23,-970
333.263,-981
333.297,-979
333.33,-972
333.363,-969
333.397,-934
333.43,-929
333.463,-955
333.497,-934
333.53,-919
333.563,-922
333.597,-928
333.63,-941
333.663,-900
333.697,-1035
333.73,-991
333.763,-1027
333.797,-1006
333.83,-951
333.863,-985
333.897,-987
333.93,-929
333.963,-966
333.997,-1006
334.03,-974
334.063,-964
334.097,-931
334.13,-935
334.163,-950
334.197,-939
334.23,-933
334.263,-968
334.297,-998
334.33,-978
334.363,-987
334.397,-1000
334.43,-890
334.463,-931
334.497,-907
334.53,-948
334.563,-914
334.597,-904
334.63,-868
334.663,-902
334.697,-954
334.73,-1020
334.763,-1037
334.797,-992
334.83,-1009
334.863,-1009
334.897,-1049
334.93,-1062
334.963,-1087
334.997,-1103
335.03,-1107
335.063,-1124
335.097,-1111
335.13,-1106
335.163,-1096
335.197,-1065
335.23,-1082
335.263,-996
335.297,-865
335.33,-856
335.363,-820
335.397,-747
335.43,-718
335.463,-713
335.497,-668
335.53,-668
335.563,-727
335.597,-836
335.63,-923
335.663,-937
335.697,-881
335.73,-848
335.763,-876
335.797,-971
335.83,-1021
335.863,-896
335.897,-856
335.93,-845
335.963,-811
335.997,-761
336.03,-741
336.063,-757
336.097,-752
336.13,-769
336.163,-811
336.197,-831
336.23,-802
336.263,-772
336.297,-762
336.33,-803
336.363,-884
336.397,-925
336.43,-891
336.463,-867
336.497,-826
336.53,-813
336.563,-852
336.597,-807
336.63,-694
336.663,-667
336.697,-626
336.73,-562
336.763,-472
336.797,-352
336.83,-317
336.863,-272
336.897,-277
336.93,-307
336.963,-318
336.997,-327
337.03,-325
337.063,-321
337.097,-301
337.13,-299
337.163,-325
337.197,-403
337.23,-487
337.263,-505
337.297,-440
337.33,-427
337.363,-467
337.397,-482
337.43,-487
337.463,-477
337.497,-476
337.53,-509
337.563,-542
337.597,-549
337.63,-540
337.663,-549
337.697,-528
337.73,-491
337.763,-433
337.797,-385
337.83,-396
337.863,-384
337.897,-363
337.93,-393
337.963,-434
337.997,-484
338.03,-485
338.063,-459
338.097,-427
338.13,-410
338.163,-391
338.197,-371
338.23,-348
338.263,-315
338.297,-288
338.33,-280
338.363,-289
338.397,-289
338.43,-280
338.463,-267
338.497,-256
338.53,-273
338.563,-264
338.597,-288
338.63,-197
338.663,-246
338.697,-270
338.73,-259
338.763,-327
338.797,-294
338.83,-283
338.863,-255
338.897,-232
338.93,-207
338.963,-177
338.997,-217
339.03,-235
339.063,-62
339.097,-117
339.13,-78
339.163,-145
339.197,-67
339.23,-130
339.263,-120
339.297,-196
339.33,-266
339.363,-127
339.397,-211
339.43,-227
339.463,-170
339.497,-198
339.53,-196
339.563,-219
339.597,-220
339.63,-120
339.663,-149
339.697,-171
339.73,-171
339.763,-154
339.797,-114
339.83,-108
339.863,-153
339.897,-130
339.93,-80
339.963,-161
339.997,-93
340.03,-124
340.063,-96
340.097,-150
340.13,-165
340.163,-82
340.197,-118
340.23,-113
340.263,-90
340.297,-109
340.33,-121
340.363,-158
340.397,-159
340.43,-102
340.463,-124
340.497,-122
340.53,-139
340.563,-84
340.597,-99
340.63,-121
340.663,-122
340.697,-111
340.73,-55
340.763,-88
340.797,-41
340.83,-77
340.863,4
340.897,-44
340.93,-42
340.963,-73
340.997,-81
341.03,-52
341.063,-18
341.097,107
341.13,-99
341.163,-64
341.197,-183
341.23,-121
341.263,-80
341.297,5
341.33,-83
341.363,-56
341.397,-146
341.43,-62
341.463,-14
341.497,-15
341.53,-119
341.563,-89
341.597,-40
341.63,-70
341.663,12
341.697,-36
341.73,-7
341.763,-37
341.797,-37
341.83,-80
341.863,-42
341.897,-66
341.93,-63
341.963,-30
341.997,-30
342.03,-37
342.063,-31
342.097,-17
342.13,-47
342.163,-46
342.197,-55
342.23,-2
342.263,-3
342.297,14
342.33,8
342.363,-51
342.397,6
342.43,-49
342.463,-11
342.497,-29
342.53,14
342.563,37
342.597,36
342.63,-12
342.663,12
342.697,-22
342.73,52
342.763,36
342.797,14
342.83,15
342.863,21
342.897,46
342.93,31
342.963,102
342.997,55
343.03,55
343.063,59
343.097,8
343.13,13
343.163,94
343.197,98
343.23,87
343.263,86
343.297,39
343.33,24
343.363,41
343.397,138
343.43,93
343.463,98
343.497,85
343.53,68
343.563,47
343.597,18
343.63,-6
343.663,78
343.697,112
343.73,40
343.763,135
343.797,69
343.83,-6
343.863,-48
343.897,-12
343.93,42
343.963,97
343.997,-55
344.03,63
344.063,-6
344.097,23
344.13,-13
344.163,17
344.197,24
344.23,-14
344.263,-16
344.297,-64
344.33,-47
344.363,-109
344.397,66
344.43,76
344.463,19
344.497,68
344.53,-20
344.563,11
344.597,-24
344.63,1
344.663,-55
344.697,15
344.73,77
344.763,17
344.797,15
344.83,61
344.863,-57
344.897,62
344.93,-5
344.963,53
344.997,169
345.03,22
345.063,133
345.097,30
345.13,-16
345.163,-39
345.197,32
345.23,56
345.263,103
345.297,22
345.33,64
345.363,-12
345.397,2
345.43,30
345.463,35
345.497,88
345.53,15
345.563,50
345.597,77
345.63,70
345.663,27
345.697,16
345.73,16
345.763,69
345.797,78
345.83,84
345.863,68
345.897,45
345.93,3
345.963,69
345.997,68
346.03,147
346.063,91
346.097,115
346.13,85
346.163,235
346.197,-2
346.23,28
346.263,73
346.297,98
346.33,65
346.363,103
346.397,75
346.43,74
346.463,42
346.497,37
346.53,71
346.563,53
346.597,40
346.63,25
346.663,-11
346.697,-62
346.73,26
346.763,5
346.797,62
346.83,-40
346.863,9
346.897,-136
346.93,62
346.963,55
346.997,-22
347.03,-84
347.063,-33
347.097,-52
347.13,-40
347.163,12
347.197,52
347.23,96
347.263,268
347.297,188
347.33,244
347.363,351
347.397,281
347.43,-254
347.463,328
347.497,196
347.53,252
347.563,151
347.597,154
347.63,269
347.663,218
347.697,250
347.73,277
347.763,293
347.797,290
347.83,220
347.863,240
347.897,198
347.93,156
347.963,154
347.997,227
348.03,314
348.063,398
348.097,272
348.13,286
348.163,220
348.197,210
348.23,167
348.263,168
348.297,157
348.33,153
348.363,120
348.397,251
348.43,175
348.463,210
348.497,180
348.53,188
348.563,202
348.597,202
348.63,252
348.663,150
348.697,188
348.73,204
348.763,154
348.797,118
348.83,116
348.863,104
348.897,74
348.93,23
348.963,142
348.997,151
349.03,60
349.063,141
349.097,89
349.13,107
349.163,250
349.197,111
349.23,64
349.263,96
349.297,175
349.33,141
349.363,90
349.397,50
349.43,45
349.463,89
349.497,51
349.53,140
349.563,33
349.597,69
349.63,62
349.663,20
349.697,33
349.73,125
349.763,53
349.797,8
349.83,-13
349.863,22
349.897,15
349.93,94
349.963,58
349.997,15
350.03,110
350.063,38
350.096,81
350.13,122
350.163,68
350.196,-7
350.23,29
350.263,-40
350.296,30
350.33,64
350.363,53
350.396,36
350.43,81
350.463,80
350.496,55
350.53,68
350.563,73
350.596,87
350.63,71
350.663,82
350.696,66
350.73,51
350.763,62
350.796,65
350.83,85
350.863,74
350.896,75
350.93,90
350.963,78
350.996,75
351.03,83
351.063,83
351.096,70
351.13,72
351.163,86
351.196,71
351.23,71
351.263,97
351.296,116
351.33,99
351.363,41
351.396,53
351.43,53
351.463,55
351.496,38
351.53,74
351.563,93
351.596,86
351.63,39
351.663,63
351.696,61
351.73,67
351.763,71
351.796,76
351.83,84
351.863,97
351.896,104
351.93,84
351.963,58
351.996,51
352.03,86
352.063,62
352.096,103
352.13,99
352.163,77
352.196,73
352.23,62
352.263,74
352.296,87
352.33,87
352.363,119
352.396,59
352.43,1
352.463,-16
352.496,-55
352.53,-96
352.563,-95
352.596,-82
352.63,-73
352.663,-113
352.696,-127
352.73,-136
352.763,-129
352.796,-155
352.83,-139
352.863,-123
352.896,-132
352.93,-117
352.963,-101
352.996,-98
353.03,-123
353.063,-113
353.096,-77
353.13,-112
353.163,-73
353.196,-46
353.23,-6
353.263,-33
353.296,-75
353.33,-65
353.363,-56
353.396,-80
353.43,-87
353.463,11
353.496,-25
353.53,-45
353.563,-56
353.596,-69
353.63,-77
353.663,-47
353.696,-24
353.73,-48
353.763,-26
353.796,-9
353.83,48
353.863,-30
353.896,-36
353.93,-30
353.963,-66
353.996,-52
354.03,-34
354.063,61
354.096,145
354.13,26
354.163,84
354.196,-23
354.23,-22
354.263,-99
354.296,-59
354.33,-30
354.363,36
354.396,-38
354.43,34
354.463,-76
354.496,44
354.53,1
354.563,8
354.596,-8
354.63,-17
354.663,61
354.696,14
354.73,30
354.763,26
354.796,108
354.83,-100
354.863,-68
354.896,-2
354.93,-60
354.963,41
354.996,12
355.03,-3
355.063,4
355.096,-18
355.13,-49
355.163,-30
355.196,36
355.23,-97
355.263,-12
355.296,22
355.33,0
355.363,32
355.396,-3
355.43,-31
355.463,-23
355.496,-31
355.53,-13
355.563,-52
355.596,22
355.63,-15
355.663,-38
355.696,3
355.73,-75
355.763,45
355.796,0
355.83,-77
355.863,5
355.896,-19
355.93,1
355.963,59
355.996,-48
356.03,-61
356.063,-15
356.096,-52
356.13,-70
356.163,-15
356.196,-60
356.23,-78
356.263,-25
356.296,-22
356.33,-53
356.363,4
356.396,-67
356.43,-103
356.463,-105
356.496,-76
356.53,-100
356.563,-94
356.596,-63
356.63,-174
356.663,-129
356.696,-208
356.73,-78
356.763,-132
356.796,-122
356.83,-248
356.863,-281
356.896,-356
356.93,-255
356.963,-294
356.996,-435
357.03,-220
357.063,12
357.096,-165
357.13,-203
357.163,-254
357.196,-161
357.23,-192
357.263,-235
357.296,-430
357.33,-295
357.363,-399
357.396,-206
357.43,-177
357.463,-246
357.496,-257
357.53,-257
357.563,-303
357.596,-292
357.63,-360
357.663,-243
357.696,-249
357.73,-355
357.763,-421
357.796,-344
357.83,-313
357.863,-302
357.896,-122
357.93,-238
357.963,-197
357.996,-172
358.03,-102
358.063,-47
358.096,-119
358.13,-83
358.163,-68
358.196,-155
358.23,-184
358.263,-245
358.296,-206
358.33,-214
358.363,-172
358.396,-135
358.43,-126
358.463,-118
358.496,-156
358.53,-168
358.563,-122
358.596,-168
358.63,-148
358.663,-122
358.696,-124
358.73,-194
358.763,-206
358.796,-188
358.83,-198
358.863,-188
358.896,-176
358.93,-176
358.963,-182
358.996,-169
359.03,-179
359.063,-162
359.096,-174
359.13,-171
359.163,-162
359.196,-174
359.23,-158
359.263,-162
359.296,-174
359.33,-170
359.363,-184
359.396,-192
359.43,-218
359.463,-187
359.496,-208
359.53,-185
359.563,-179
359.596,-188
359.63,-196
359.663,-178
359.696,-180
359.73,-172
359.763,-175
359.796,-120
359.83,-171
359.863,-171
359.896,-149
359.93,-139
359.963,-113
359.996,-102
360.03,-114
360.063,-92
360.096,-74
360.13,-47
360.163,-60
360.196,-39
360.23,-48
360.263,-45
360.296,-40
360.33,-68
360.363,-50
360.396,-57
360.43,-52
360.463,-33
360.496,-34
360.53,-48
360.563,-27
360.596,-72
360.63,-70
360.663,-56
360.696,-16
360.73,-32
360.763,-25
360.796,-5
360.83,-31
360.863,-51
360.896,34
360.93,-20
360.963,-31
360.996,15
361.03,-16
361.063,-40
361.096,-65
361.13,-34
361.163,-43
361.196,-24
361.23,-47
361.263,-42
361.296,-39
361.33,-34
361.363,-36
361.396,-26
361.43,-23
361.463,-21
361.496,-5
361.53,-23
361.563,-22
361.596,-28
361.63,-25
361.663,-16
361.696,-16
361.73,-12
361.763,-43
361.796,-76
361.83,-62
361.863,-26
361.896,-26
361.93,-75
361.963,-71
361.996,-132
362.03,-98
362.063,-91
362.096,-75
362.13,-54
362.163,-76
362.196,-67
362.23,-50
362.263,-37
362.296,-34
362.33,-78
362.363,-64
362.396,-62
362.43,-92
362.463,-71
362.496,-133
362.53,-143
362.563,-150
362.596,-154
362.63,-156
362.663,-149
362.696,-157
362.73,-189
362.763,-237
362.796,-219
362.83,-156
362.863,-91
362.896,-102
362.93,-165
362.963,-203
362.996,-205
363.03,-159
363.063,-119
363.096,-136
363.13,-167
363.163,-178
363.196,-168
363.23,-157
363.263,-129
363.296,-105
363.33,-112
363.363,-109
363.396,-106
363.43,-89
