time_s,sig_64
419.729,-987.9699393217974
419.762,-1093.000614196751
419.796,-1273.03437260682
419.829,-1198.4525664991695
419.862,-1467.5964960538363
419.896,-1198.0628963703894
419.929,-1159.487524700969
419.962,-1392.092073726154
419.996,-1394.987841344932
420.029,-1241.0631891932971
420.062,-1341.239422745467
420.096,-1634.444129137877
420.129,-1591.8964962420905
420.162,-1387.2291015249198
420.196,-1306.480569713912
420.229,-1221.656109789713
420.262,-1052.1705589836636
420.296,-798.5443265998783
420.329,-1277.376592326237
420.362,-1512.1856578811537
420.396,-1420.4966515052254
420.429,-1323.752044776311
420.462,-1549.8193699059143
420.496,-1640.0769740055384
420.529,-1287.1266490930864
420.562,-1307.6237187259626
420.596,-1273.7814556407873
420.629,-960.735097589393
420.662,-958.6341121621448
420.696,-868.8772172986144
420.729,-801.272999960158
420.762,-897.133774901956
420.796,-991.24986567466
420.829,-803.8701898349904
420.862,-818.1445697730898
420.896,-1016.2053001537448
420.929,-840.4514008242447
420.962,-1305.6165327149736
420.996,-1035.8092642237648
421.029,-1013.8765470969132
421.062,-1020.9121877013932
421.096,-993.3718210708666
421.129,-768.2588778547943
421.162,-749.5466542948288
421.196,-785.5804453712913
421.229,-958.6776076355468
421.262,-1076.4403761378771
421.296,-944.4462019070986
421.329,-887.9588540877899
421.362,-612.8585510913501
421.396,-765.5992515289399
421.429,-989.485902513526
421.462,-924.622057669602
421.496,-916.2986907595604
421.529,-1106.872028396257
421.562,-1167.6014920029372
421.596,-1005.493422370593
421.629,-1193.6541022259876
421.662,-1357.8338458252692
421.696,-1416.3746880550511
421.729,-1466.70015722392
421.762,-1270.0653784062138
421.796,-1310.2756122340622
421.829,-1014.7910666857446
421.862,-1166.189534283942
421.896,-1112.831986066863
421.929,-1095.0780624355095
421.962,-1090.813424932512
421.996,-1485.9178281671234
422.029,-1630.3883283014388
422.062,-1571.0563416434147
422.096,-1823.4314281213776
422.129,-2227.2718507333616
422.162,-2301.055052186577
422.196,-2092.3767469323852
422.229,-1895.88761825978
422.262,-2022.8448094045916
422.296,-1988.6900964610077
422.329,-1837.9346130637791
422.362,-1566.629810004048
422.396,-1334.6861959856133
422.429,-1202.6052721912747
422.462,-1326.738282280472
422.496,-1361.5663885183906
422.529,-1351.440919967312
422.562,-1390.2292976974718
422.596,-1614.4825832814304
422.629,-1353.207618214758
422.662,-1254.0031567601463
422.696,-1128.4755858635508
422.729,-1036.3721975239312
422.762,-1140.376158288245
422.796,-1410.1521908970194
422.829,-1273.204571766731
422.862,-1132.822536128817
422.896,-1094.1630210968085
422.929,-753.683242850499
422.962,-881.309156944487
422.996,-988.7930209338824
423.029,-965.6349751643608
423.062,-1057.278776108132
423.096,-1100.7183367957234
423.129,-919.519701018343
423.162,-1027.2354557227266
423.196,-1134.4557413095013
423.229,-1020.8428641226712
423.262,-1224.3478512493302
423.296,-1224.7404976797684
423.329,-1205.561935327206
423.362,-1077.3860017338266
423.396,-928.3106322443188
423.429,-962.3036502174408
423.462,-988.9655213352344
423.496,-993.8955187533152
423.529,-1042.533591382298
423.562,-823.3191008827002
423.596,-743.7536109129819
423.629,-568.2544180263493
423.662,-749.791499108364
423.696,-582.5351412523472
423.729,-580.1737062820287
423.762,-512.1182752438923
423.796,-858.0163143378315
423.829,-605.7616323557551
423.862,-522.39237414543
423.896,-256.8690515282813
423.929,-119.34166541049336
423.962,-536.0740862266409
423.996,-329.476639583802
424.029,-305.5092689485738
424.062,-250.85924798376325
424.096,-196.88829315327587
424.129,-258.8665459138619
424.162,-363.8491750211357
424.196,-267.53054191617196
424.229,-421.3168098807246
424.262,-435.84653306125074
424.296,-199.58332219159843
424.329,-419.7135541839476
424.362,-477.85471823821985
424.396,-270.81564216130124
424.429,-414.7994125921988
424.462,-747.5592408169382
424.496,-1042.766437533774
424.529,-1046.8960101524926
424.562,-685.7158747957559
424.596,-770.5058790753458
424.629,-810.7494800197877
424.662,-766.9247963984503
424.696,-561.6824470835164
424.729,-417.3331556394552
424.762,-469.4892440526413
424.796,-397.1730676083242
424.829,-241.71918297526096
424.862,-551.585335183237
424.896,-639.0159847671239
424.929,-814.1387239773048
424.962,-909.2058014945642
424.996,-753.7722965553643
425.029,-917.1701532024202
425.062,-513.6966377195236
425.096,-386.3501804987901
425.129,-527.7021871904259
425.162,-570.1099540287005
425.196,-783.7363205577121
425.229,-1014.5409705043584
425.262,-1028.4112549976244
425.296,-753.5259305779914
425.329,-956.3674073291388
425.362,-740.9704873101314
425.396,-740.1488937037905
425.429,-709.38385002476
425.462,-691.4614933311466
425.496,-567.8703604617264
425.529,-397.64277737732414
425.562,-466.9550835879893
425.596,-420.5393921986323
425.629,-229.5619628154776
425.662,-139.85925502382588
425.696,-269.9228674496983
425.729,-350.3337323583299
425.762,-534.775530310945
425.796,-241.6688204279155
425.829,-199.19542342566268
425.862,-480.045908019994
425.896,-631.1780708535881
425.929,-631.5181120050048
425.962,-385.240559858869
425.996,-414.3996148544058
426.029,-336.5538578715298
426.062,-464.1026641926046
426.096,-372.125586454432
426.129,-158.300929749315
426.162,-61.7718688394537
426.196,-518.3048529347935
426.229,-561.3645877232384
426.262,-698.0175438034488
426.296,-563.5892292665935
426.329,-520.195652943875
426.362,-236.4665566731472
426.396,-304.28248101041663
426.429,-330.9203956937508
426.462,-362.78599236806394
426.496,-258.37767525484634
426.529,-433.3857181958525
426.562,-612.9015441007161
426.596,-682.4726420175646
426.629,-552.5258384490006
426.662,-358.69311443319395
426.696,-382.7140549553591
426.729,-305.64154781450816
426.762,-236.11133876642592
426.796,-275.0333667875801
426.829,-314.9864982024109
426.862,-205.245958188739
426.896,89.2517620819309
426.929,199.32287823933132
426.962,316.01142476193615
426.996,570.2603774239759
427.029,352.8964208637443
427.062,368.26325430729514
427.096,549.3104501191643
427.129,621.2808637257841
427.162,428.1287539355287
427.196,223.1478304082441
427.229,459.374888314504
427.262,492.2137577446791
427.296,474.1473869940554
427.329,425.4038065694977
427.362,627.2021275960932
427.396,734.5549898501721
427.429,622.7185990696327
427.462,704.1696369294472
427.496,677.482696761583
427.529,755.0260657503708
427.562,919.5125722529356
427.596,1044.3462519380605
427.629,665.9309481247641
427.662,681.8437733125423
427.696,903.4163841668766
427.729,725.791047348924
427.762,992.2144579768564
427.796,1045.2740526241469
427.829,1111.970441181179
427.862,1190.8307819876986
427.896,880.1537580882176
427.929,977.2237726627668
427.962,1023.5557933095056
427.996,885.3299205389784
428.029,1105.1122484560428
428.062,745.8256233536769
428.096,593.6883022308692
428.129,844.394696502401
428.162,993.9095302243472
428.196,849.6378817746339
428.229,685.0913470652971
428.262,642.361266878618
428.296,701.0147297775214
428.329,630.7734279145728
428.362,615.3969490081589
428.396,639.2205710534384
428.429,587.7297020448467
428.462,518.7651339565572
428.496,340.5607510306718
428.529,365.72992701056035
428.562,398.333199830823
428.596,266.5346502236598
428.629,341.5326336881568
428.662,569.0966511419396
428.696,578.8656184577147
428.729,628.989657503865
428.762,776.8338050241069
428.796,739.1542034884577
428.829,846.4426843005652
428.862,434.15853969474824
428.896,300.1152123009266
428.929,162.0511097688227
428.962,433.1924043578109
428.996,568.0646819653188
429.029,350.97336477848523
429.062,189.81579632803312
429.096,-0.9795240542329112
429.129,102.81322067588336
429.162,187.87589434960057
429.196,140.79148134382422
429.229,18.43727964126026
429.262,47.87806732997683
429.296,510.5781863744022
429.329,441.9319437190568
429.362,583.3804826571808
429.396,511.2611649515403
429.429,629.2157681004272
429.462,700.663519467863
429.496,645.3119026808157
429.529,709.2993345301383
429.562,871.0154795192003
429.596,828.5964707381653
429.629,739.7445803899176
429.662,812.4196542095223
429.696,1046.7358520827534
429.729,759.6508085918277
429.762,497.2210375923422
429.796,738.9499103139855
429.829,650.7335302087696
429.862,828.0251260411018
429.896,702.679188461287
429.929,592.2528597505092
429.962,764.7698542848335
429.996,875.2672582054541
430.029,650.2608855513039
430.062,725.5130920494001
430.096,615.0784255891475
430.129,672.8069656798287
430.162,684.3809617348035
430.196,641.511976077713
430.229,532.8788472582811
430.262,261.50418994954896
430.296,188.5195653070483
430.329,358.51426085719197
430.362,466.8514269074225
430.396,333.61862313633685
430.429,524.075599393729
430.462,595.1615229974826
430.496,673.9654962196963
430.529,481.4215749845365
430.562,762.8260043139111
430.596,832.7759776702472
430.629,1031.4013576175507
430.662,874.8876460489831
430.696,513.6095421574381
430.729,355.77437331400483
430.762,562.4207798731808
430.796,396.21701838005185
430.829,644.7951126387887
430.862,539.6488099372651
430.896,584.4761847456799
430.929,629.6827006320499
430.962,565.7047524207572
430.996,508.84308804915906
431.029,351.2249510825054
431.062,690.5212936760735
431.096,781.8278704131995
431.129,470.0669977794745
431.162,237.36158605601076
431.196,363.1778235726856
431.229,396.8424968937237
431.262,107.31683946147484
431.296,557.2756575403995
431.329,126.18816941189516
431.362,42.73045673544209
431.396,117.3508244216696
431.429,43.20035157543168
431.462,220.57326402169383
431.496,335.42759296858105
431.529,355.26843604563317
431.562,336.9375605265053
431.596,421.03796632369824
431.629,379.26465058920667
431.662,117.32388700873446
431.696,291.54078310700936
431.729,605.1824141893436
431.762,590.2678045771405
431.796,561.6745767913641
431.829,529.5426534685784
431.862,290.18908403880357
431.896,200.6049748706721
431.929,361.36357999278914
431.962,417.0643578703865
431.996,689.9781874512763
432.029,787.5792349411389
432.062,662.186647724467
432.096,732.2058182447998
432.129,671.9320500340704
432.162,366.5869289183546
432.196,540.2942906262227
432.229,640.6962060918196
432.262,1100.1760679828767
432.296,960.1025281859678
432.329,995.1820900509364
432.362,830.92661060841
432.396,643.0465798405702
432.429,1021.904409759375
432.462,661.3409139521985
432.496,613.6154085267586
432.529,923.4526678393476
432.562,648.7055980622744
432.596,536.9610002220262
432.629,710.2615590775148
432.662,515.2182231904688
432.696,566.309045622488
432.729,458.2324488565616
432.762,686.9111594631762
432.796,910.1159962514228
432.829,791.0710734318651
432.862,280.337010573112
432.896,384.43292678837827
432.929,608.4070041236397
432.962,694.7498479500522
432.996,741.9458381928674
433.029,762.7707815019761
433.062,681.0323651863363
433.096,536.5624193411403
433.129,543.956412876394
433.162,515.0761066025344
433.196,630.6929853950941
433.229,488.5350127411344
433.262,409.8890795486758
433.296,441.6922221245818
433.329,328.50857838553395
433.362,112.31434061378911
433.396,257.073531630136
433.429,82.92227262157814
433.462,137.18160052582255
433.496,269.66436227915085
433.529,515.9559034586449
433.562,880.8257331793278
433.596,1036.3656417034765
433.629,825.3038507269742
433.662,702.6635806878388
433.696,718.8944275436899
433.729,678.0310407904145
433.762,673.0815736935723
433.796,855.5509914325531
433.829,840.3641819265675
433.862,938.518874596958
433.896,707.5592354988368
433.929,746.5211347127623
433.962,461.37381017574455
433.996,636.8331545730806
434.029,621.209414508994
434.062,372.14152669890154
434.096,337.63385017093117
434.129,447.7843652432397
434.162,256.89067703315266
434.196,125.67346651709852
434.229,105.5240932389638
434.262,286.11945838975487
434.296,-20.05656135230788
434.329,78.49341826848286
434.362,91.22618857323936
434.396,286.2467060407372
434.429,364.0816515145234
434.462,568.2429050066413
434.496,605.7058049658873
434.529,354.6520181622251
434.562,401.1976320682495
434.596,481.69731531312493
434.629,343.0840063033212
434.662,237.8345500916688
434.696,-149.54180156081793
434.729,8.149454783683609
434.762,44.04731861110338
434.796,-35.667355708788136
434.829,-174.2260568520246
434.862,-217.36066161039923
434.896,-96.8725753093196
434.929,-34.162400239362
434.962,-77.60076120168014
434.996,-267.0715334588776
435.029,-294.5093069039143
435.062,-386.9936099588804
435.096,-382.8871509328519
435.129,-234.5216445239048
435.162,-298.07819787327423
435.196,-10.717024038970862
435.229,-100.51606124801224
435.262,-408.9704952455926
435.296,-422.9656535866012
435.329,-478.1240608177712
435.362,115.6164070587198
435.396,36.08068414880245
435.429,-280.1536420377648
435.462,-277.9649828975481
435.496,-290.16310355843586
435.529,-479.8714873332025
435.562,-401.86416313383904
435.596,-279.74163433218473
435.629,-266.6827329536068
435.662,-318.84506175881614
435.696,-381.5609293895593
435.729,-477.3289351131088
435.762,-671.6304472378367
435.796,-392.026321528498
435.829,37.15092606041344
435.862,-174.7431614974053
435.896,-327.6356227519143
435.929,-505.4531037148942
435.962,-346.408087404874
435.996,-497.16259518422646
436.029,-382.9448279119732
436.062,-295.2131650994487
436.096,-334.4687838919921
436.129,-121.53526646457044
436.162,-198.5889045233576
436.196,-235.98303525790516
436.229,-448.5424894456953
436.262,-850.3698899768551
436.296,-625.7802275484306
436.329,-666.2909934082322
436.362,-459.0523105402005
436.396,-495.81416440620177
436.429,-521.8562754436731
436.462,-477.1530211674413
436.496,-562.6528393762796
436.529,-823.6141417884457
436.562,-933.638827147835
436.596,-1029.3769618091103
436.629,-973.3938937888448
436.662,-729.8702591528934
436.696,-822.2485783962796
436.729,-829.4999820157143
436.762,-760.70553232916
436.796,-876.2999319209955
436.829,-796.0435784198191
436.862,-590.1945906477289
436.896,-532.0819357923502
436.929,-565.7413868530267
436.962,-722.1343968136858
436.996,-742.8018802082629
437.029,-850.8278303692471
437.062,-930.1417208539996
437.096,-916.0646757095316
437.129,-917.4252914925391
437.162,-720.9701299126427
437.196,-805.3974593303911
437.229,-745.4784529194657
437.262,-810.1856442064985
437.296,-958.067759148401
437.329,-833.4442895794593
437.362,-739.5175393738921
437.396,-840.4797682985118
437.429,-1350.643115932733
437.462,-1114.073391167943
437.496,-906.2292897647458
437.529,-706.6924486217576
437.562,-515.4339735780027
437.596,-549.4909091784971
437.629,-659.2896324549342
437.662,-972.3468481009968
437.696,-936.2786032086166
437.729,-970.422922082766
437.762,-1078.2667148527798
437.796,-1264.6515524327751
437.829,-1379.23130750337
437.862,-1526.4303395227982
437.896,-1280.9482337736622
437.929,-1026.991773029684
437.962,-1134.4770442766858
437.996,-924.2085228196588
438.029,-893.2832271649911
438.062,-670.3257807421996
438.096,-593.5574329307776
438.129,-539.4709763216786
438.162,-543.00181679035
438.196,-705.7354203041084
438.229,-947.0727030282115
438.262,-901.3392926008444
438.296,-890.5556207194436
438.329,-453.75623582994086
438.362,-348.0415896394721
438.396,-556.8192483076954
438.429,-607.7432610519263
438.462,-677.2146035243089
438.496,-690.5031253466277
438.529,-902.9201024327222
438.562,-737.8767895733356
438.596,-776.5195942004617
438.629,-670.376349413716
438.662,-762.1378391259359
438.696,-830.90918535901
438.729,-714.2520187099874
438.762,-1044.716092369351
438.796,-863.3545323161577
438.829,-575.4619096175915
438.862,-352.5802780932068
438.896,-512.6407431106293
438.929,-506.2126174603661
438.962,-593.3246234037537
438.996,-854.6983441518548
439.029,-823.8588209164012
439.062,-1028.2399524803
439.096,-897.8279589634162
439.129,-716.4262911344687
439.162,-499.94989220895457
439.196,-435.6407240139034
439.229,-543.137215749412
439.262,-599.7243415106195
439.296,-586.4451531971429
439.329,-352.1506321565936
439.362,-134.14576355586496
439.396,-208.8400223632616
439.429,-108.75574219027254
439.462,-240.8830941636998
439.496,-219.22565188815503
439.529,-302.5212127191823
439.562,-291.2814756349808
439.596,-440.69968476483945
439.629,-683.6572898908897
439.662,-862.1756682289001
439.696,-712.7424795515889
439.729,-848.6987208993837
439.762,-874.7036580616657
439.796,-675.8349032042058
439.829,-465.2540785218996
439.862,-636.407302616362
439.896,-1041.3554904631435
439.929,-1128.6283438464827
439.962,-1016.6502425478652
439.996,-849.8756322538552
440.029,-1015.2662690344904
440.062,-1280.576028043538
440.096,-1363.845968818484
440.129,-1365.2676385221475
440.162,-946.495217390868
440.196,-889.6374115097818
440.229,-795.4791355507648
440.262,-616.905195044664
440.296,-718.2219656337122
440.329,-731.3684681531432
440.362,-697.066266898792
440.396,-611.3204295691602
440.429,-652.1838613605763
440.462,-502.83286155702314
440.496,-343.06502905793093
440.529,-438.93397330180466
440.562,-359.9298889093442
440.596,-326.9888087078913
440.629,65.81788651859017
440.662,147.9592580466367
440.696,104.8101913444284
440.729,-71.16345056130046
440.762,-301.07432398867263
440.796,-235.11352571336045
440.829,-523.5929271223024
440.862,-259.64850035526035
440.896,-583.1866051618316
440.929,-761.1218166012269
440.962,-539.9062603121527
440.996,-513.5047040884983
441.029,-481.7549322265071
441.062,-587.3655200558641
441.096,-600.3069359283909
441.129,-466.3006192705367
441.162,-597.9497628045272
441.196,-640.3340488861901
441.229,-615.8783095752624
441.262,-644.9630560536737
441.296,-507.6391772568044
441.329,-425.2718934420192
441.362,-458.502966196006
441.396,-752.551390661362
441.429,-544.8101786711461
441.462,-669.9335896173093
441.496,-381.1521577689044
441.529,-515.1052546914136
441.562,-501.3314779001218
441.596,-390.8455283006115
441.629,-439.531347321421
441.662,-406.61517978743296
441.696,-463.0158250162197
441.729,-164.74227389009843
441.762,-154.79186907701876
441.796,-231.3209930481505
441.829,-222.9292569565039
441.862,-62.89387148750757
441.896,-36.89893115746975
441.929,-59.447259622310355
441.962,-336.98643747868545
441.996,-164.60669074309976
442.029,-106.71927032234896
442.062,-216.2904540061645
442.096,-181.74518837860737
442.129,36.706398123670965
442.162,120.40432509063804
442.196,386.7663733599408
442.229,460.107356647179
442.262,45.996583609608706
442.296,198.79619352206063
442.329,-105.23330849913953
442.362,84.53795827521685
442.396,232.6764796379531
442.429,459.4902632726661
442.462,470.511819565315
442.496,437.48053668982755
442.529,579.064579483283
442.562,318.7136069246708
442.596,265.70815903823734
442.629,210.8507334785669
442.662,117.21567549345376
442.696,15.372808728971677
442.729,45.66337962793489
442.762,170.93126576274108
442.796,404.0337995122212
442.829,318.1358553387346
442.862,207.05430738130428
442.896,-277.47449870372947
442.929,-19.035594116390712
442.962,-197.7233971578104
442.996,-118.46699665490814
443.029,-38.22667145581545
443.062,122.3077067973162
443.096,-36.66729544794259
443.129,38.12463077976065
443.162,305.98282733582846
443.196,305.7374255286819
443.229,104.01676136251172
443.262,-165.75004171384933
443.296,88.49441611726206
443.329,25.374105608135096
443.362,-40.81224298995414
443.396,376.4299302465621
443.429,497.49600133470005
443.462,603.1620128731946
443.496,797.2170281967796
443.529,445.1276594091625
443.562,618.8259556691797
443.596,853.7208130800981
443.629,687.5429493669393
443.662,726.8355882098252
443.696,829.0324188235769
443.729,637.3531063803692
443.762,725.0042278460802
443.796,578.9509382632717
443.829,955.1472113317858
443.862,930.8938673294778
443.896,927.2539603066048
443.929,594.0913524309134
443.962,612.4327328585053
443.996,804.6043845318646
444.029,614.1125936408481
444.062,485.3799096161755
444.096,363.32959795953855
444.129,176.37843560102408
444.162,-13.5180811847182
444.196,201.39812595739463
444.229,29.36589089112374
444.262,-251.8914905951002
444.296,-280.3250635554651
444.329,-201.99498159527175
444.362,-57.84997862328089
444.396,-178.66936629001765
444.429,-258.362316806035
444.462,-131.42303736077133
444.496,41.4966517865347
444.529,239.11851671378395
444.562,284.61697439155216
444.596,-37.35626949725349
444.629,-201.95910295656387
444.662,29.481707980888473
444.696,327.3168256461239
444.729,268.8416331195241
444.762,183.3236950205252
444.796,-10.939000462183344
444.829,210.54469090095893
444.862,27.15211035423556
444.896,319.7247107015236
444.929,290.5203232655707
444.962,90.52946429471422
444.996,-221.1155151969598
445.029,-248.53682422992577
445.062,-227.8129475289419
445.096,-256.116311875531
445.129,-232.54673588676545
445.162,15.620651689516537
445.196,113.04913214330816
445.229,108.18530891479134
445.262,262.9405106222357
445.296,71.99665981149917
445.329,147.87727381967863
445.362,246.0810961946397
445.396,449.8009171025648
445.429,167.285523340841
445.462,-27.908972663702116
445.496,-157.2088168686455
445.529,-63.91251753737839
445.562,-12.385770875002322
445.596,73.83644691504253
445.629,-285.75449345732227
445.662,-40.7693762521352
445.696,24.33973935270808
445.729,87.80336309668462
445.762,129.46153206572637
445.796,-5.004526500641305
445.829,59.657207912586955
445.862,62.734308526217205
445.896,49.12971599639593
445.929,113.1424938277554
445.962,74.73559391855395
445.996,-174.10952325991684
446.029,-203.4494507617107
446.062,88.25112025703083
446.096,-10.669010611180395
446.129,-25.783420333129584
446.162,107.59264362823262
446.196,434.13521626332033
446.229,336.2328011387632
446.262,60.49751813356863
446.296,146.8024879597939
446.329,3.7487843579896207
446.362,32.38911211002198
446.396,133.2232785022196
446.429,34.17209567473242
446.462,-29.68698350736383
446.496,104.56631416650498
446.529,273.6105915055749
446.562,242.40016182024397
446.596,224.95587102387844
446.629,8.480533501444029
446.662,11.169952418586831
446.696,-46.81289067257234
446.729,-36.85634191572967
446.762,201.01664954614432
446.796,-3.291769544430167
446.829,161.79726663925817
446.862,188.18513822787952
446.896,143.9589513843085
446.929,-23.421141741390215
446.962,12.286927731051946
446.996,372.5043300880049
447.029,-81.90534810516317
447.062,-439.37617635155385
447.096,-412.74431853791594
447.129,-301.8442474823147
447.162,-116.60365902329796
447.196,-36.80691662162633
447.229,-323.2623436236374
447.262,-219.64570592564888
447.296,-222.40958643828753
447.329,-80.39785524485518
447.362,-202.41525046071055
447.396,-469.0641049151781
447.429,-517.8202778922205
447.462,-392.13421752624913
447.496,-303.55138148244026
447.529,-297.3164003727461
447.562,-399.58992669783174
447.596,-414.66497347123504
447.629,-154.4018271936332
447.662,257.90580836344714
447.696,264.83538887853535
447.729,343.88269133577853
447.762,152.8247509177122
447.796,309.93327902794374
447.829,207.4128249302147
447.862,-63.583569521178504
447.896,109.235587774755
447.929,115.54389575023072
447.962,306.29978702185224
447.996,403.9094835751024
448.029,124.542381683479
448.062,113.00532875268811
448.096,-41.85992580148013
448.129,155.41099948005876
448.162,165.16110576669064
448.196,20.557805996486422
448.229,-325.855063864583
448.262,-111.25367642529592
448.296,-132.53725025175908
448.329,-182.15931236375673
448.362,-88.84359356618864
448.396,-230.63163601088212
448.429,-478.69167151073134
448.462,-409.78132122933016
448.496,-517.479093525975
448.529,-499.6666269568292
448.562,-598.9130576972208
448.596,-786.9265896724996
448.629,-998.5729088751306
448.662,-901.4196936657556
448.696,-640.7021095201977
448.729,-444.5563999078272
448.762,-442.9972865200832
448.796,-221.84657397016224
448.829,-331.12874219103503
448.862,-233.69310555082643
448.896,-331.93610587825896
448.929,-479.853620553064
448.962,-344.2197120465687
448.996,-272.368182680157
449.029,-192.9420297387736
449.062,-464.7206720225429
449.096,-308.99518298296147
449.129,-188.48496058194883
449.162,-286.5272527541055
449.196,-213.42752845650267
449.229,-47.0858622842668
449.262,-205.8883967298729
449.296,-361.7362675611001
449.329,-407.9274419908488
449.362,-762.6829884996409
449.396,-674.3950661392253
449.429,-463.9035819956496
449.462,-357.35422181424707
449.496,-287.4178065904086
449.529,-136.73738714574034
449.562,-184.40762655669732
449.596,-481.5063361729768
449.629,-463.10762110641656
449.662,-226.4110279636988
449.696,-178.74526284157548
449.729,-274.38994559029936
449.762,-165.57199234282234
449.796,-119.01531931257948
449.829,-189.5785923747402
449.862,-195.5152458941538
449.896,-263.3533138883063
449.929,-175.2087636880558
449.962,-333.64153510576637
449.996,-291.56856160341
450.029,-140.9369265655317
450.062,-120.27777105762031
450.095,-108.97072392186529
450.129,-122.2954299105341
450.162,-58.67021109893875
450.195,-142.6258831679176
450.229,-189.25211777149468
450.262,-345.2995871863001
450.295,-387.12587715487734
450.329,-696.2831787634636
450.362,-655.5778263692863
450.395,-492.2068057354408
450.429,-479.1649823678757
450.462,-318.00093753212604
450.495,-97.24244833917191
450.529,-133.05896104653442
450.562,-339.93458165359596
450.595,-173.41556615099995
450.629,-33.45847899788646
450.662,-2.2121400273252902
450.695,-133.55648903445012
450.729,-103.7006782656091
450.762,-172.3272187637249
450.795,-314.514324149438
450.829,-254.9210825848552
450.862,-408.90449730269887
450.895,-281.2106758099735
450.929,-220.5195049626375
450.962,-253.69133312758373
450.995,-269.56002735042443
451.029,-450.31580820170376
451.062,-608.7587913677888
451.095,-287.29838283042227
451.129,-294.2920995837242
451.162,-551.7066651484084
451.195,-386.1983429754983
451.229,-532.2520506598903
451.262,-435.9731950590553
451.295,-172.44644138512376
451.329,-229.26893646384872
451.362,-74.21761040284309
451.395,19.52864327720806
451.429,224.1971660758153
451.462,255.9154909106843
451.495,88.06856167308729
451.529,-310.0906103511414
451.562,-447.3115136075207
451.595,-492.9190467876671
451.629,-296.83704280238544
451.662,-78.72437712509918
451.695,-281.21900418987684
451.729,-99.94471293865617
451.762,-229.4223287006917
451.795,-391.9640685575853
451.829,-605.1389835410774
451.862,-516.041783488402
451.895,-570.8777069807627
451.929,-333.2312119748495
451.962,-466.98177585641406
451.995,-354.30794537174125
452.029,-541.2626155560307
452.062,-370.94676919805033
452.095,-334.37742941854145
452.129,-304.0808588388914
452.162,-373.15114030131485
452.195,-451.6872105424017
452.229,-364.6179308015191
452.262,-64.85027194772755
452.295,-268.4249434825816
452.329,-365.4898648279554
452.362,-462.10292794658824
452.395,-704.6218500899453
452.429,-923.1604289438288
452.462,-978.8816085956034
452.495,-969.2786928766506
452.529,-671.6460976532419
452.562,-472.9758597086092
452.595,-620.4283904365839
452.629,-501.0218749113071
452.662,-626.7571266849828
452.695,-648.7879577056738
452.729,-578.6353479158571
452.762,-228.16058031691773
452.795,-210.7613116376951
452.829,-513.6119315793009
452.862,-409.5219795362937
452.895,-218.5673432806823
452.929,-106.90138701914924
452.962,-320.2614724694103
452.995,-335.751407288126
453.029,-344.03053789514456
453.062,-67.74848124100413
453.095,4.609629144246242
453.129,224.20568597322008
453.162,41.68843880943723
453.195,-65.60443405021715
453.229,-181.09500798458487
453.262,-38.65180575066347
453.295,132.3324726189668
453.329,148.30819146466604
453.362,108.816480287015
453.395,133.4272959315182
453.429,-133.16271414296426
453.462,-222.96939503813508
453.495,-262.1955106688788
453.529,-253.430352222642
453.562,-348.32824801400466
453.595,-474.35215593502744
453.629,-705.8511597148996
453.662,-583.1498898252568
453.695,-751.4813163223181
453.729,-547.7473981356501
453.762,-446.7077253517233
453.795,-298.64610539113716
453.829,-450.955449308922
453.862,-154.86165950273323
453.895,203.0320479823748
453.929,134.7101150484865
453.962,117.28582481010596
453.995,60.856655612407394
454.029,175.41215957576048
454.062,258.2973071984412
454.095,-98.61981949605536
454.129,-271.36029216780486
454.162,-189.1650789181278
454.195,-52.81884875694345
454.229,-42.14105795235207
454.262,-345.197653951262
454.295,-251.36486647774888
454.329,74.1935110694875
454.362,-328.6542564488999
454.395,-195.39645315808764
454.429,132.17713294099485
454.462,248.85453833591657
454.495,171.2097837887079
454.529,263.82762046730625
454.562,202.9489588467584
454.595,238.63223866612827
454.629,212.8052467254488
454.662,187.03027560448515
454.695,28.513507825890883
454.729,-67.78012820556796
454.762,202.70243519945973
454.795,85.91540019011893
454.829,-273.51760749157836
454.862,320.20047872566886
454.895,247.55425233527777
454.929,128.54380974210503
454.962,43.32229940933496
454.995,31.10889628378777
455.029,-99.6686569277748
455.062,144.57420681010308
455.095,107.12223892453528
455.129,-100.6379122463486
455.162,-573.3628130912006
455.195,-347.2386879134872
455.229,-353.1126914399007
455.262,-277.2194208460748
455.295,-405.3411978522825
455.329,-374.2430658110225
455.362,-348.35520951703313
455.395,-184.02796088472215
455.429,-156.13987089915872
455.462,-360.6557243864172
455.495,34.91583498274599
455.529,98.85580510454712
455.562,-120.3992658485124
455.595,-116.71899648571468
455.629,-59.247447127002715
455.662,-0.5789506323073965
455.695,32.15351409858613
455.729,40.27692043621243
455.762,159.2679403139174
455.795,240.69929213730657
455.829,309.48588477851933
455.862,-40.08599939872295
455.895,-359.10172679283255
455.929,-459.13816197756665
455.962,-451.15761884695206
455.995,-533.1863440828604
456.029,-659.7057635441286
456.062,-566.5345289417444
456.095,-659.7861136292299
456.129,-1018.6731996294563
456.162,-1168.7982653411143
456.195,-1161.515406135361
456.229,-1107.4886270532595
456.262,-879.9733291080809
456.295,-757.2592064446781
456.329,-1070.9915785388653
456.362,-798.2318730915676
456.395,-782.9960941947303
456.429,-774.3709720628012
456.462,-739.9491098555071
456.495,-875.3140287220427
456.529,-769.7712336696152
456.562,-1069.9221305737397
