id,recording_id,sensor_type_id,timestamp,offset_ms,data,created_at
49c1fab9-417f-4b75-98be-3b6787067ce5,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:31:00.006+00,77874,"{""x"":-0.4,""y"":6.6000000000000005,""z"":6}",2025-12-11 15:31:00.54139+00
fd61a686-874e-4cb8-845e-5c6b70bb8539,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:31:00.381+00,78249,"{""x"":-1.2000000000000002,""y"":6.7,""z"":6.6000000000000005}",2025-12-11 15:31:00.924644+00
9012ff34-7a8d-4147-a18f-af49dcaf5bfa,16ef52e7-8ae6-474c-8911-a6aec7bafe58,98a08aec-2fa6-4f63-9386-0f43015d701c,2025-12-11 15:31:00.735+00,78603,"{""x"":-0.30000000000000004,""y"":0.1,""z"":-0.1}",2025-12-11 15:31:01.252865+00
0c07d9f9-1f06-4303-88de-dedc64ac1d53,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:31:00.852+00,78720,"{""x"":2.1,""y"":6.4,""z"":8.700000000000001}",2025-12-11 15:31:01.371424+00
b39fdcc3-71b1-4468-9bc5-f18c20238191,16ef52e7-8ae6-474c-8911-a6aec7bafe58,98a08aec-2fa6-4f63-9386-0f43015d701c,2025-12-11 15:29:49.268+00,7136,"{""x"":0,""y"":0,""z"":0.1}",2025-12-11 15:29:49.771132+00
ef61e31a-ab68-4820-80c1-698f1edcf6ce,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:29:49.344+00,7212,"{""x"":0.30000000000000004,""y"":9.700000000000001,""z"":1.4000000000000001}",2025-12-11 15:29:49.854744+00
3a981bba-a750-4da0-955f-be5aa3ba97d2,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:29:49.436+00,7304,"{""x"":0,""y"":9.700000000000001,""z"":1.9000000000000001}",2025-12-11 15:29:49.941442+00
33c01044-e686-4797-bc87-1cdebe0b733a,16ef52e7-8ae6-474c-8911-a6aec7bafe58,c850391c-5cf3-4b3f-9fac-26438f5a9353,2025-12-11 15:29:49.583+00,7451,"{""quaternion"":[0.4670104252064241,0.44628485594420286,0.5458815242408601,0.5336145159156115]}",2025-12-11 15:29:50.083253+00
fe384f12-d69e-4119-b286-8ba88e5806d2,16ef52e7-8ae6-474c-8911-a6aec7bafe58,98a08aec-2fa6-4f63-9386-0f43015d701c,2025-12-11 15:29:50.058+00,7926,"{""x"":0,""y"":0,""z"":-0.1}",2025-12-11 15:29:50.571637+00
94008564-338a-4ce5-b668-67a18b94545e,16ef52e7-8ae6-474c-8911-a6aec7bafe58,98a08aec-2fa6-4f63-9386-0f43015d701c,2025-12-11 15:29:50.229+00,8097,"{""x"":0.1,""y"":0,""z"":0.2}",2025-12-11 15:29:50.740457+00
f1fe8a70-a2d5-4630-9c53-4a53e51e196b,16ef52e7-8ae6-474c-8911-a6aec7bafe58,c850391c-5cf3-4b3f-9fac-26438f5a9353,2025-12-11 15:29:50.349+00,8217,"{""quaternion"":[0.4623443278920261,0.45434450563655726,0.5439224825882215,0.53287627607073]}",2025-12-11 15:29:50.853528+00
